DriverNumber,RoundNumber,Position,LastFinish,RollingAverage3,RollingStd3,FastestTime,Delta
43,20,16.0,17.0,17.333333333333332,1.5275252316519476,77.67,2.084000000000003
43,21,15.0,16.0,16.333333333333332,0.5773502691896271,70.632,1.1210000000000093
43,22,15.0,15.0,16.0,1.0000000000000009,113.683,5.749000000000009
43,23,14.0,15.0,15.333333333333334,0.5773502691896274,81.137,1.75
43,24,20.0,14.0,14.666666666666666,0.5773502691896274,83.89,1.683000000000007
44,1,10.0,,10.0,0.0,75.919,0.8229999999999933
44,2,20.0,10.0,10.0,0.0,90.927,0.28600000000000136
44,3,7.0,20.0,15.0,7.0710678118654755,87.61,0.6269999999999953
44,4,5.0,7.0,12.333333333333334,6.8068592855540455,90.772,0.9310000000000116
44,5,7.0,5.0,10.666666666666666,8.144527815247077,88.102,0.8080000000000069
44,6,8.0,7.0,6.333333333333333,1.154700538379248,87.006,0.8020000000000067
44,7,4.0,8.0,6.666666666666667,1.5275252316519436,75.765,1.0949999999999989
44,8,5.0,4.0,6.333333333333333,2.0816659994661304,70.382,0.4280000000000115
44,9,6.0,5.0,5.666666666666667,2.0816659994661304,72.045,0.4989999999999952
44,10,6.0,6.0,5.0,0.9999999999999952,71.526,0.6269999999999953
44,11,4.0,6.0,5.666666666666667,0.5773502691896174,64.582,0.6109999999999971
44,12,4.0,4.0,5.333333333333333,1.1547005383792472,85.084,0.19200000000000728
44,13,7.0,4.0,4.666666666666667,1.1547005383792472,101.939,1.3769999999999953
44,14,12.0,7.0,5.0,1.7320508075688745,75.702,0.8119999999999976
44,15,20.0,12.0,7.666666666666667,4.04145188432738,69.261,0.5989999999999895
44,16,6.0,20.0,13.0,6.557438524302,79.124,0.33199999999999363
44,17,8.0,6.0,12.666666666666666,7.023769168568491,101.821,0.7039999999999935
44,18,8.0,8.0,11.333333333333334,7.571877794400364,89.688,0.5300000000000011
44,19,4.0,8.0,7.333333333333333,1.154700538379248,92.912,0.402000000000001
44,20,8.0,4.0,6.666666666666667,2.309401076758501,75.938,0.35200000000000387
44,21,20.0,8.0,6.666666666666667,2.309401076758501,70.016,0.5050000000000097
44,22,8.0,20.0,10.666666666666666,8.32666399786453,117.115,9.180999999999997
44,23,12.0,8.0,12.0,6.928203230275508,80.907,1.519999999999996
44,24,8.0,12.0,13.333333333333334,6.110100926607784,83.394,1.1870000000000118
55,1,20.0,,20.0,0.0,75.931,0.8349999999999937
55,2,10.0,20.0,20.0,0.0,91.628,0.9869999999999948
55,3,14.0,10.0,15.0,7.0710678118654755,87.836,0.8529999999999944
55,4,20.0,14.0,14.666666666666666,5.033222956847166,90.68,0.8390000000000128
55,5,8.0,20.0,14.666666666666666,5.033222956847166,88.024,0.730000000000004
55,6,9.0,8.0,14.0,6.0,86.569,0.3650000000000091
55,7,8.0,9.0,12.333333333333334,6.658328118479393,75.198,0.5279999999999916
55,8,10.0,8.0,8.333333333333334,0.5773502691896308,71.362,1.4080000000000013
55,9,14.0,10.0,9.0,1.0000000000000029,73.203,1.6569999999999965
55,10,10.0,14.0,10.666666666666666,3.0550504633038944,72.398,1.4989999999999952
55,11,20.0,10.0,11.333333333333334,2.309401076758505,65.582,1.610999999999997
55,12,12.0,20.0,14.666666666666666,5.033222956847167,85.746,0.8539999999999992
55,13,18.0,12.0,14.0,5.291502622129182,101.691,1.1290000000000049
55,14,14.0,18.0,16.666666666666668,4.163331998932267,75.652,0.7620000000000005
55,15,13.0,14.0,14.666666666666666,3.055050463303896,69.472,0.8099999999999881
55,16,11.0,13.0,15.0,2.6457513110645934,79.528,0.7360000000000042
55,17,3.0,11.0,12.666666666666666,1.527525231651951,101.595,0.47799999999999443
55,18,10.0,3.0,9.0,5.291502622129182,90.235,1.0769999999999982
55,19,20.0,10.0,8.0,4.358898943540675,93.124,0.6139999999999901
55,20,17.0,20.0,11.0,8.544003745317532,76.172,0.5859999999999985
55,21,13.0,17.0,15.666666666666666,5.131601439446886,70.184,0.6730000000000018
55,22,5.0,13.0,16.666666666666668,3.511884584284249,108.296,0.362000000000009
55,23,3.0,5.0,11.666666666666666,6.11010092660779,80.251,0.8640000000000043
55,24,13.0,3.0,7.0,5.291502622129187,83.042,0.835000000000008
63,1,3.0,,3.0,0.0,75.546,0.45000000000000284
63,2,3.0,3.0,3.0,0.0,90.723,0.08199999999999363
63,3,5.0,3.0,3.0,0.0,87.318,0.33499999999999375
63,4,2.0,5.0,3.6666666666666665,1.1547005383792517,90.009,0.16800000000000637
63,5,5.0,2.0,3.3333333333333335,1.5275252316519468,87.407,0.11299999999999955
63,6,3.0,5.0,4.0,1.7320508075688774,86.385,0.1810000000000116
63,7,7.0,3.0,3.3333333333333335,1.5275252316519468,74.807,0.13700000000000045
63,8,11.0,7.0,5.0,2.0,71.507,1.5530000000000115
63,9,4.0,11.0,7.0,4.0,71.848,0.3019999999999925
63,10,1.0,4.0,7.333333333333333,3.511884584284246,70.899,0.0
63,11,5.0,1.0,5.333333333333333,5.131601439446884,64.763,0.7920000000000087
63,12,10.0,5.0,3.3333333333333335,2.0816659994661326,85.029,0.13700000000000045
63,13,5.0,10.0,5.333333333333333,4.509249752822893,101.254,0.6920000000000073
63,14,3.0,5.0,6.666666666666667,2.8867513459481273,75.201,0.31099999999999284
63,15,4.0,3.0,6.0,3.6055512754639882,69.255,0.5929999999999893
63,16,5.0,4.0,4.0,0.9999999999999956,79.157,0.3649999999999949
63,17,2.0,5.0,4.0,0.9999999999999956,101.455,0.33799999999999386
63,18,1.0,2.0,3.6666666666666665,1.5275252316519436,89.158,0.0
63,19,6.0,1.0,2.6666666666666665,2.0816659994661304,92.826,0.3159999999999883
63,20,7.0,6.0,3.0,2.645751311064589,76.034,0.4480000000000075
63,21,4.0,7.0,4.666666666666667,3.2145502536643167,69.88,0.3689999999999998
63,22,2.0,4.0,5.666666666666667,1.5275252316519432,108.803,0.8689999999999998
63,23,6.0,2.0,4.333333333333333,2.516611478423581,79.662,0.2750000000000057
63,24,5.0,6.0,4.0,1.9999999999999971,82.645,0.4380000000000024
81,1,9.0,,9.0,0.0,75.18,0.08400000000000318
81,2,1.0,9.0,9.0,0.0,90.641,0.0
81,3,3.0,1.0,5.0,5.656854249492381,87.027,0.04399999999999693
81,4,1.0,3.0,4.333333333333333,4.163331998932265,89.841,0.0
81,5,1.0,1.0,1.6666666666666667,1.1547005383792504,87.304,0.010000000000005116
81,6,1.0,1.0,1.6666666666666667,1.1547005383792504,86.269,0.06500000000001194
81,7,3.0,1.0,1.0,0.0,74.67,0.0
81,8,3.0,3.0,1.6666666666666667,1.1547005383792504,70.129,0.17500000000001137
81,9,1.0,3.0,2.3333333333333335,1.1547005383792506,71.546,0.0
81,10,4.0,1.0,2.3333333333333335,1.1547005383792506,71.12,0.22100000000000364
81,11,2.0,4.0,2.6666666666666665,1.527525231651946,64.554,0.5830000000000055
81,12,2.0,2.0,2.3333333333333335,1.527525231651946,84.995,0.10300000000000864
81,13,1.0,2.0,2.6666666666666665,1.1547005383792506,100.626,0.06400000000000716
81,14,2.0,1.0,1.6666666666666667,0.5773502691896235,74.941,0.05100000000000193
81,15,1.0,2.0,1.6666666666666667,0.5773502691896235,68.662,0.0
81,16,3.0,1.0,1.3333333333333333,0.5773502691896234,78.982,0.18999999999999773
81,17,20.0,3.0,2.0,0.9999999999999987,101.414,0.29699999999999704
81,18,4.0,20.0,8.0,10.44030650891055,89.524,0.36599999999999966
81,19,5.0,4.0,9.0,9.539392014169456,93.084,0.5739999999999981
81,20,5.0,5.0,9.666666666666666,8.962886439832502,76.174,0.5880000000000081
81,21,5.0,5.0,4.666666666666667,0.577350269189618,69.835,0.32399999999999807
81,22,20.0,5.0,5.0,0.0,108.961,1.027000000000001
81,23,2.0,20.0,10.0,8.660254037844387,79.387,0.0
81,24,2.0,2.0,9.0,9.643650760992955,82.437,0.23000000000000398
87,1,14.0,,14.0,0.0,,
87,2,8.0,14.0,14.0,0.0,92.018,1.3769999999999953
87,3,10.0,8.0,11.0,4.242640687119285,87.711,0.7279999999999944
87,4,10.0,10.0,10.666666666666666,3.055050463303893,92.373,2.5320000000000107
87,5,13.0,10.0,9.333333333333334,1.1547005383792504,88.536,1.2420000000000044
87,6,20.0,13.0,11.0,1.7320508075688763,87.999,1.7950000000000017
87,7,17.0,20.0,14.333333333333334,5.131601439446884,76.077,1.4069999999999965
87,8,12.0,17.0,16.666666666666668,3.511884584284245,71.979,2.0250000000000057
87,9,17.0,12.0,16.333333333333332,4.041451884327379,73.074,1.5279999999999916
87,10,11.0,17.0,15.333333333333334,2.8867513459481255,72.306,1.4069999999999965
87,11,11.0,11.0,13.333333333333334,3.2145502536643145,65.218,1.247000000000007
87,12,11.0,11.0,13.0,3.464101615137751,85.471,0.5790000000000077
87,13,11.0,11.0,11.0,0.0,101.617,1.0550000000000068
87,14,20.0,11.0,11.0,0.0,75.694,0.804000000000002
87,15,6.0,20.0,14.0,5.19615242270663,70.262,1.5999999999999943
87,16,12.0,6.0,12.333333333333334,7.094598884597585,79.446,0.6539999999999964
87,17,12.0,12.0,12.666666666666666,7.02376916856849,102.666,1.5489999999999924
87,18,9.0,12.0,10.0,3.4641016151377473,89.868,0.7099999999999937
87,19,9.0,9.0,11.0,1.7320508075688643,93.139,0.6289999999999907
87,20,4.0,9.0,10.0,1.7320508075688623,76.46,0.8739999999999952
87,21,6.0,4.0,7.333333333333333,2.886751345948117,69.755,0.24399999999999977
87,22,10.0,6.0,6.333333333333333,2.516611478423568,113.094,5.159999999999997
87,23,20.0,10.0,6.666666666666667,3.0550504633038815,80.438,1.051000000000002
87,24,12.0,20.0,12.0,7.2111025509279765,83.041,0.8340000000000032
